Sample #,Relative Time[s],Flow [ml/min]
829,0.8128,-0.002
830,0.8138,-0.002
831,0.8148,-0.002
832,0.8158,0.02
833,0.8168,0.01
834,0.8178,-0.002
835,0.8188,-0.002
836,0.8198,0.01
837,0.8208,-0.002
838,0.8218,0.01
839,0.8228,-0.002
840,0.8238,-0.002
841,0.8248,-0.002
842,0.8258,0.02
843,0.8268,0.01
844,0.8278,0.01
845,0.8288,-0.002
846,0.8298,-0.012
847,0.8308,0.01
848,0.8318,0.01
849,0.8328,-0.002
850,0.8338,0.01
851,0.8348,0.01
852,0.8358,-0.024
853,0.8368,0.01
854,0.8378,-0.012
855,0.8388,0.01
856,0.8398,0.01
857,0.8408,-0.002
858,0.8418,-0.002
859,0.8428,-0.002
860,0.8438,0.01
861,0.8448,0.01
862,0.8458,-0.012
863,0.8468,0.01
864,0.8477,-0.014
865,0.8486,-0.002
866,0.8496,-0.012
867,0.8505,0.01
868,0.8514,0.01
869,0.8523,0.02
870,0.8533,-0.002
871,0.8542,-0.002
872,0.8551,-0.014
873,0.8561,-0.002
874,0.857,0.01
875,0.8579,-0.002
876,0.8588,-0.012
877,0.8598,-0.002
878,0.8607,-0.014
879,0.8616,0.01
880,0.8626,0.01
881,0.8635,0.032
882,0.8644,-0.012
883,0.8654,-0.014
884,0.8663,0.01
885,0.8672,-0.002
886,0.8681,-0.012
887,0.8691,0.01
888,0.87,-0.002
889,0.8709,0.02
890,0.8719,-0.002
891,0.8728,-0.002
892,0.8737,-0.014
893,0.8746,-0.012
894,0.8756,-0.012
895,0.8765,0.01
896,0.8774,0.01
897,0.8784,-0.024
898,0.8793,-0.002
899,0.8802,-0.012
900,0.8812,-0.014
901,0.8821,0.02
902,0.883,0.01
903,0.8839,-0.002
904,0.8849,0.01
905,0.8858,-0.002
906,0.8867,0.02
907,0.8877,-0.002
908,0.8886,0.01
909,0.8896,0.01
910,0.8907,0.01
911,0.8918,-0.002
912,0.8928,-0.002
913,0.8939,-0.002
914,0.8949,-0.002
915,0.896,-0.012
916,0.8971,0.01
917,0.8981,-0.012
918,0.8992,-0.012
919,0.9002,-0.002
920,0.9013,0.01
921,0.9023,0.02
922,0.9034,0.01
923,0.9045,-0.012
924,0.9055,0.01
925,0.9066,0.02
926,0.9076,0.01
927,0.9087,-0.002
928,0.9098,0.01
929,0.9108,-0.014
930,0.9119,0.01
931,0.9129,0.01
932,0.914,-0.002
933,0.915,-0.024
934,0.9161,-0.002
935,0.9172,-0.002
936,0.9182,0.01
937,0.9193,0.01
938,0.9203,0.01
939,0.9214,0.01
940,0.9225,0.01
941,0.9235,0.01
942,0.9246,0.01
943,0.9256,-0.002
944,0.9267,-0.002
945,0.9277,-0.002
946,0.9288,-0.002
947,0.9299,-0.002
948,0.9309,0.02
949,0.932,0.01
950,0.933,-0.002
951,0.9341,-0.002
952,0.9352,-0.024
